"","ACME","ADAX","ALTU","APAC","ARNE","BEAV","BESS","BIXB","BLAC","BOIS","BOWL","BREC","BRIS","BUFF","BURB","BURN","BUTL","BYAR","CAMA","CENT","CHAN","CHER","CHEY","CHIC","CLAY","CLOU","COOK","COPA","DURA","ELRE","ERIC","EUFA","FAIR","FORA","FREE","FTCB","GOOD","GUTH","HASK","HINT","HOBA","HOLL","HOOK","HUGO","IDAB","JAYX","KENT","KETC","LAHO","LANE","MADI","MANG","MARE","MAYR","MCAL","MEDF","MEDI","MIAM","MINC","MTHE","NEWK","NINN","NOWA","OILT","OKEM","OKMU","PAUL","PAWN","PERK","PRYO","PUTN","REDR","RETR","RING","SALL","SEIL","SHAW","SKIA","SLAP","SPEN","STIG","STIL","STUA","SULP","TAHL","TALI","TIPT","TISH","VINI","WASH","WATO","WAUR","WEAT","WEST","WILB","WIST","WOOD","WYNO"
"BOWL",0.91696340681179,0.969136309516616,0.814606438240587,0.903024455482382,0.799480620719586,0.751660749929823,0.853580128877527,0.92843491179843,0.855711963796078,0.69554936313072,1,0.880746485726663,0.950235243677475,0.774485013655128,0.883386887589606,0.899355828496338,0.825032211828774,0.965294464853016,0.82482777831437,0.951854242146829,0.949340609776995,0.83418300332917,0.808384548977004,0.924157959850217,0.883926241644419,0.880149160412145,0.895218487646457,0.873557703040064,0.903080231041232,0.905620462013186,0.806673180464168,0.928303555928942,0.809830740198158,0.870436079385837,0.805744603323598,0.886589526519016,0.700035932930357,0.925091543609614,0.932175952169078,0.885866591135436,0.853940947348562,0.810722513361242,0.730842337779995,0.883386579791378,0.840927006686309,0.874387334789363,0.675519149021355,0.871067836577227,0.864289571710503,0.921024263803026,0.923205635555092,0.836372314803965,0.919009649055957,0.7895173320783,0.946096900884853,0.848544162743801,0.881729957474762,0.850271423523182,0.921404399268752,0.83414010268993,0.868815357771047,0.912627906350101,0.871015921560965,0.93694715134518,0.958835710926539,0.939674345923487,0.958038828576441,0.905047513122496,0.931765164881833,0.893875633350782,0.833610565174963,0.90024360177124,0.828079595201206,0.911370673886236,0.892473441524004,0.812422021136456,0.969057524601918,0.908596410175378,0.741423246650849,0.931290534214238,0.913909119948967,0.920769084101248,0.956601401546448,0.954895008699937,0.895388083444349,0.888335552636863,0.844316726925439,0.907750204037183,0.862017946634917,0.936137425175386,0.868851742843992,0.899239500077802,0.86934295588557,0.84601178602596,0.912876433294172,0.885145000747979,0.807088247516457,0.896994920780715
"BREC",0.889561477654049,0.865584623032419,0.827673817016505,0.896422371442406,0.894203306231095,0.849978108430371,0.910469570791216,0.885754825502869,0.953123817999393,0.766306393880078,0.880746485726663,1,0.90709673573366,0.883912435437988,0.947868855689219,0.813796145930454,0.898472999476864,0.878340346610843,0.918687130617446,0.836115645898855,0.910912865567774,0.959967170882479,0.879527126116498,0.90380794327356,0.770160065086713,0.768735667032186,0.819057831354634,0.906427623197779,0.794608555339737,0.944137997188312,0.859207757565261,0.836085903993104,0.916160835310608,0.9261296831775,0.923310844802256,0.906639060899297,0.780251559285457,0.959348662630438,0.870399234825761,0.932694151630773,0.886640399516613,0.844189864575779,0.820060620036564,0.777037290838115,0.740830134067239,0.837150856862885,0.747230496587357,0.81545617570461,0.979342826083363,0.804387762810481,0.820717479525407,0.869208027182235,0.961185425695698,0.901113849709964,0.835068528233384,0.96748516809018,0.874020745647665,0.845891528034453,0.9246539945004,0.734264195466337,0.956057032933188,0.889352820785793,0.883667755848047,0.927793301739653,0.877233413589563,0.867365553462205,0.876087571536864,0.945939048284977,0.950299411253786,0.867393757297077,0.919781962052063,0.970031798485883,0.873149243671848,0.842826122072059,0.809010005082109,0.91706310899531,0.909480125142274,0.913631334283799,0.838395750926559,0.92088841974839,0.82112820719177,0.960582857010001,0.84441445462869,0.856459719252908,0.836453704535343,0.780881452536014,0.850519536844906,0.803366701618971,0.860473518833031,0.884655952939485,0.949356480486198,0.84598254230135,0.930137998979687,0.783654136130569,0.807798000701485,0.789284295976271,0.915367094262803,0.926146475528112
"BRIS",0.889651123002649,0.930738450017768,0.792734525088463,0.882079769479143,0.805417104554179,0.769186287800349,0.84873625465532,0.96656667648982,0.890712231212456,0.706672787613454,0.950235243677475,0.90709673573366,1,0.791780629472717,0.927422033452863,0.853598775677964,0.823376132193006,0.926874440179947,0.829578863551587,0.91473519103354,0.962634286132227,0.858516092378551,0.805601903098062,0.903056074706567,0.861886619192524,0.855220018246384,0.912731870307899,0.922840989439936,0.86406849151415,0.904086920306618,0.797460487720397,0.925777171033321,0.829277526011386,0.915370578982198,0.824224953122607,0.873592228419658,0.713731857933966,0.940915657430985,0.957631716485483,0.88092723126861,0.840301920891861,0.793982670307088,0.747585730611874,0.854082566473268,0.818736040659472,0.905385625114765,0.691047050820999,0.838435755172333,0.886386187558529,0.88648923963248,0.874636442204144,0.821721507970681,0.948345674780007,0.810308515600048,0.924277264752261,0.881001251097029,0.855897256997173,0.896536126646729,0.907724309539332,0.819489217323304,0.912545036150387,0.887897420019421,0.921779061069048,0.976764672399027,0.960940906038395,0.957045967375539,0.916506289451206,0.94574743031852,0.95710013470502,0.936315566620412,0.836350699976482,0.93539660356611,0.81715119074237,0.868631173376814,0.903359054785037,0.824094383843695,0.957928007091012,0.95593818271465,0.754673248742692,0.934579459121093,0.914398536982779,0.951600299076351,0.929516129545746,0.91145659218242,0.924945727095375,0.873701164350042,0.820178461447545,0.864444857948143,0.910642138311712,0.912004119903489,0.875241172133318,0.857798720474223,0.866376206225788,0.865447132415897,0.896126042043711,0.882013057059816,0.819809638924793,0.943693884008688
"BUFF",0.811279641343256,0.765292998946727,0.804299357348621,0.827010529540724,0.942674498225655,0.948780910556185,0.878164594717083,0.769502184656891,0.844727186283056,0.847263374100969,0.774485013655128,0.883912435437988,0.791780629472717,1,0.828115684126727,0.734698085995289,0.885469429056144,0.779851947657842,0.928809960924184,0.740450213588834,0.793012430808552,0.92909120369147,0.893028419468287,0.817136122048286,0.676849421230759,0.678438309752543,0.716919053114428,0.789956701809656,0.709199227694284,0.855691627171938,0.867892746511714,0.728097056869588,0.88389431275704,0.806444923216961,0.965188128070471,0.843312714081096,0.865703706178701,0.848504611126607,0.762488982276765,0.869336762019342,0.851519554585343,0.844286076612461,0.913533028074165,0.691109246318682,0.670228372808625,0.733262322068382,0.825174190184933,0.739883183087141,0.90039528187135,0.71045862910473,0.734616039991315,0.849232080807639,0.840266576257678,0.941359618932365,0.73702469342437,0.887139061241012,0.815466800690448,0.738590245769053,0.83430271130493,0.642163599098771,0.845343706832018,0.807249555114058,0.769847168457397,0.808597926508977,0.768376588118648,0.760381253479561,0.779907496172323,0.820657321858977,0.829688923457749,0.755379083985765,0.898089696953502,0.851262207073118,0.850246106145802,0.763501462405342,0.709543218277739,0.915900751237965,0.800875871106841,0.791673630917297,0.932774097187832,0.824510301315461,0.719746772833143,0.838890670877695,0.745294356693882,0.760843524234604,0.729491185729107,0.687551876502486,0.819502830970022,0.714209154967313,0.749958315545978,0.78903945717593,0.895756008446466,0.77466961555758,0.881479295402495,0.682764682889691,0.713504862784292,0.698828527451275,0.960984511884918,0.805372150330251
"BURB",0.857326090616459,0.864591992191301,0.779763433589307,0.860627346445968,0.830075023374828,0.798802880861968,0.853463677257012,0.919725816013891,0.948179203418052,0.727329108249402,0.883386887589606,0.947868855689219,0.927422033452863,0.828115684126727,1,0.799452357361006,0.83780635701466,0.869290706886624,0.855150590546313,0.84095298270155,0.915785792364951,0.908547431187512,0.816544188498966,0.872660365974342,0.788506248180288,0.781292200210263,0.849596698556836,0.951948683869639,0.795149208890863,0.899154816662707,0.803133477590819,0.856108166488528,0.863880343590318,0.962238711108022,0.86441553279437,0.863766140113513,0.735525475171898,0.937164671187117,0.90078857582934,0.879681318416622,0.832893668205552,0.790768206875225,0.774442396957029,0.781443233647017,0.749675263814181,0.879619382975683,0.713670496626534,0.799204917657356,0.925219387221319,0.812197981810319,0.81147407071548,0.81678670121552,0.954146975463329,0.852032151735978,0.847426704690132,0.938226630471755,0.834398827424046,0.892812230714683,0.888943313819619,0.744613346806667,0.97532293326448,0.858761155517623,0.929035252634097,0.950321779061097,0.896026408909478,0.891088141205315,0.862504380102872,0.968356152393939,0.952570287524917,0.911331815987679,0.858034569860532,0.967766017694162,0.818166094897147,0.822096646035826,0.836097622546996,0.855257020552643,0.905863691496211,0.952793197874513,0.785695819054221,0.904497449824035,0.842519744046292,0.959624683161649,0.853766227470942,0.849588115926642,0.873827676174964,0.797764844821817,0.805236222776072,0.801933676946753,0.90752230110592,0.865213325488041,0.890881097003574,0.819515845023038,0.871552758996318,0.816958740857414,0.821492899587291,0.807795926739664,0.854088340663539,0.964129445980304
"BURN",0.905604382545032,0.924641932881268,0.832361299068282,0.894325460220238,0.777393866875257,0.722598584148339,0.838825792293862,0.830923537830516,0.780905627736582,0.684080660521082,0.899355828496338,0.813796145930454,0.853598775677964,0.734698085995289,0.799452357361006,1,0.807698369624837,0.927383046113365,0.798140475621548,0.922426703556711,0.857655660676073,0.779834341647237,0.794591225300288,0.895068520145241,0.841469627868804,0.861697317658301,0.805776437640763,0.776858782412273,0.936118848816648,0.861580041955865,0.801994780578311,0.849424026463492,0.765695599810229,0.782792058122841,0.762264322939202,0.870707536367702,0.688897162205777,0.857393214760886,0.840596705674967,0.855217315898711,0.854851594344583,0.830410211701422,0.7112459364394,0.884710349233749,0.839934427273539,0.768258858729342,0.663393307130607,0.883684822143579,0.806094615471941,0.914661464600607,0.967203137630188,0.849404072808768,0.84006409772149,0.74028820518159,0.891623542326944,0.785604379407303,0.891303451316465,0.752126182332721,0.887758108986393,0.807626795965686,0.786425178737899,0.891156586261623,0.775297245668932,0.841081549033599,0.869276428593058,0.844412109990782,0.936439189303762,0.815063775811718,0.848000183955453,0.7947433984199,0.804441805064712,0.820203182926871,0.825961384021482,0.953916321749649,0.812370909854832,0.776067893889849,0.891642515249372,0.810409475255866,0.712184128354346,0.863184316318792,0.839840341737123,0.838663882924459,0.900389697343797,0.943241080286171,0.802503904708461,0.842830343329541,0.874332206737299,0.917324942581767,0.763600410065947,0.903342741850201,0.83005686975679,0.943359957542542,0.845386068387191,0.756680848052512,0.86061539863825,0.828829441861923,0.768409720453032,0.802618460527657
"BUTL",0.890778886669016,0.822995769195,0.887594079279212,0.910601821737477,0.943046379984048,0.864263661704857,0.963213677264604,0.793386147416691,0.846190261339965,0.795977930182836,0.825032211828774,0.898472999476864,0.823376132193006,0.885469429056144,0.83780635701466,0.807698369624837,1,0.843159626077237,0.954867528457658,0.792395046714844,0.835914274017787,0.906546158730183,0.949312572838572,0.894889248246344,0.710097474430974,0.716456583733467,0.734274977209329,0.789203404262098,0.767903164733427,0.922953286947528,0.939436033893139,0.760631288472968,0.896655291116898,0.809263495899317,0.91243817603365,0.925694770304243,0.813907597537139,0.89415139704378,0.785279141373715,0.94367166828175,0.938105133375062,0.923971856592093,0.84458284606614,0.736417317595112,0.699279642890269,0.741447983004277,0.771896728654799,0.82029542735912,0.915073388440143,0.762387661375367,0.802236609255436,0.936808751072983,0.873310011071051,0.874692794046097,0.777876557905882,0.880216811900363,0.904782733466953,0.73787268599838,0.908678699670609,0.671945470567615,0.842239759871787,0.885659575922869,0.77229458593443,0.83645738620022,0.804431655567614,0.785727991685716,0.847593239618692,0.839253651450146,0.86583991893465,0.765631421291813,0.945754022168218,0.868499757057938,0.959241188312488,0.840459089172522,0.727448149044336,0.947641631487422,0.855719138252334,0.807090149175422,0.856559770818455,0.868879979831884,0.74643393724956,0.870530403043117,0.791463310488823,0.827270937700898,0.746540365700943,0.717971673198687,0.906776089438486,0.77340410797164,0.752382367718771,0.861561772022203,0.945983236989492,0.860692793472059,0.959716582389191,0.693577928026945,0.746306139948863,0.723360661872388,0.923956948303028,0.816623590078316
"BYAR",0.941956391021263,0.976929724982232,0.842964979035303,0.927918697578553,0.812350331290176,0.760364446307616,0.872237621142042,0.902391053932243,0.845263682599901,0.708617939575038,0.965294464853016,0.878340346610843,0.926874440179947,0.779851947657842,0.869290706886624,0.927383046113365,0.843159626077237,1,0.836240241243599,0.955552425051039,0.931583032206209,0.836075766198239,0.824768172934403,0.94382319003283,0.870584416706907,0.873134115583335,0.865208087460588,0.84875778770029,0.915910466087812,0.916262189674809,0.825913312500793,0.904865586311828,0.818136544084065,0.852107808492906,0.81111770769839,0.908266074719281,0.712766771541003,0.92384054783846,0.905935541866846,0.899757443183163,0.878774430270939,0.837985574295912,0.743001011484211,0.884791211453355,0.836871663231896,0.837067108023113,0.689075342376181,0.902589438418883,0.865297987449831,0.923311036263884,0.941364852341084,0.863527807380989,0.910792707727954,0.789872155255926,0.93537102274668,0.846225191739358,0.909071020362433,0.820406752160303,0.93841783592518,0.824996870780677,0.856538209494351,0.934187174239409,0.845590312182916,0.915743197562781,0.937284648932297,0.911492461396035,0.982331415543758,0.888936721858636,0.91841903736154,0.864260585121516,0.846057701334697,0.890906078003699,0.850564402607172,0.942585349051522,0.865935468637814,0.821488334120834,0.961227957364323,0.884160261489449,0.750570403424521,0.931411738159036,0.889084173414377,0.91002037245544,0.948709665115023,0.976928280132054,0.866496768424385,0.874536309849616,0.876299944670374,0.921643088747171,0.832225580748282,0.955231490916675,0.879147310399404,0.932097226261992,0.886393429327624,0.814719699635833,0.898060999838241,0.866165559119388,0.813408097196117,0.875499404709918
"CAMA",0.880694538219006,0.819137548823589,0.874334758928463,0.89995485733987,0.973875745977815,0.903489723285401,0.953717038446557,0.80083773151071,0.869491766617124,0.821214318889767,0.82482777831437,0.918687130617446,0.829578863551587,0.928809960924184,0.855150590546313,0.798140475621548,0.954867528457658,0.836240241243599,1,0.78901007961944,0.839642807984151,0.938709790236135,0.953459490288082,0.885856348138696,0.711626474448683,0.715771253862328,0.740648886812115,0.806350724233223,0.761383904073902,0.918480402776908,0.93088048487558,0.765014005421136,0.91507816819043,0.828227422927078,0.954471292511941,0.916931059734861,0.844316016604292,0.899127952130755,0.791736119362075,0.937376151624058,0.924109041656297,0.910894435519651,0.877310951674006,0.732886459130135,0.699050068568929,0.750378530303907,0.797499298212479,0.806719484364914,0.937589152395987,0.758295033795991,0.79648542780019,0.923236301172076,0.882378577322694,0.918774324041162,0.776594901869744,0.906584417983403,0.892851197328341,0.751070349913413,0.903088259716212,0.677163498841345,0.864132388984794,0.874570741852914,0.786653605775833,0.844895159578346,0.808862535302405,0.792083962228721,0.840697218356199,0.853361820908353,0.872964226122097,0.775252733800001,0.959984338139837,0.883363012368069,0.92474783260922,0.828697129789259,0.735306160887295,0.958312070643097,0.85438262188426,0.819864591450316,0.89616597257745,0.870337606736763,0.750280697998638,0.878601188973323,0.788623438256852,0.820139468751914,0.751903327437057,0.719664259216796,0.889770457756733,0.769375163345364,0.764818209078044,0.854397696868136,0.953007385342326,0.84449441675421,0.952311614612886,0.701078942737669,0.74630549050915,0.725935820059532,0.968601190507909,0.831993039937257
"CENT",0.894610952223313,0.972900157390617,0.800289947104855,0.879456477887258,0.766246621320026,0.72275215541996,0.822993634207008,0.899313212276639,0.812346672689027,0.678167491320831,0.951854242146829,0.836115645898855,0.91473519103354,0.740450213588834,0.84095298270155,0.922426703556711,0.792395046714844,0.955552425051039,0.78901007961944,1,0.907821867142296,0.79124275633475,0.777317253809846,0.896171706011594,0.920881431260767,0.926594281108545,0.890795676319184,0.835726140013621,0.949910257971484,0.865354954198649,0.778316296300006,0.924935956128454,0.77409889521872,0.827263914702318,0.769522305223833,0.858286612935898,0.676317438675342,0.882128746498362,0.910835767996295,0.848874343326791,0.829607013891476,0.789515062788674,0.705694225279662,0.931330997610103,0.886110341117513,0.845545136166522,0.662146518274536,0.867175888725422,0.821527925452532,0.970202536176961,0.95275953149988,0.814197382858729,0.874682451409704,0.752546610886128,0.968569397611977,0.807619872335602,0.861698274668928,0.823902613830809,0.889469898259104,0.87592369210803,0.826007001041928,0.886948653342238,0.837863240855451,0.895390724844734,0.935576212713154,0.917442886347885,0.949294832402025,0.863341231399319,0.885283597097006,0.869138811529875,0.794397602646042,0.85538050462607,0.801744856586118,0.918241375029515,0.89697648236564,0.77549307261159,0.931169022274127,0.873114669322826,0.709350542058026,0.890105568539792,0.919667411556064,0.876213858276157,0.977149867386041,0.965225441739333,0.881268152464291,0.920081639965778,0.827922210071513,0.939580599781057,0.833524314237808,0.912663633067909,0.830217506455231,0.89674943132863,0.835095381734111,0.836572196402934,0.935591189415131,0.905617806064493,0.768413334319945,0.856207261228349
"CHAN",0.902130463816251,0.927507484969502,0.808389859280682,0.896558475322535,0.812157357486471,0.765080402896538,0.862801411227468,0.937938877566694,0.888233788683652,0.698791868503612,0.949340609776995,0.910912865567774,0.962634286132227,0.793012430808552,0.915785792364951,0.857655660676073,0.835914274017787,0.931583032206209,0.839642807984151,0.907821867142296,1,0.861606406012891,0.813452235245936,0.921474238218626,0.844424208946467,0.836976331839209,0.878569445003948,0.903750267939006,0.85614860126776,0.917393832247504,0.809388522054329,0.904009550604888,0.836139197512117,0.90099411001085,0.826379412973379,0.888607014837145,0.706120729406294,0.950507993832148,0.929628154440324,0.895522984369001,0.85355691938874,0.805870211674113,0.740546478625544,0.836879755989687,0.802254065409399,0.872922115507435,0.682376171792204,0.846827485622006,0.891963528489761,0.874450802118592,0.874693316709403,0.836140688669568,0.950429597532642,0.811341174542337,0.905976405177499,0.880609302577676,0.871652458988265,0.867289433143995,0.925390075632721,0.794908063039389,0.903168647785718,0.904717527817846,0.895225494397878,0.962847634483205,0.944564662421346,0.933346058620415,0.929105683758708,0.935656852241239,0.96024208072019,0.90669116497508,0.848479450255157,0.932752358605906,0.833177470529804,0.877625900045098,0.872943242319844,0.833404943248973,0.965448315460413,0.933255446507201,0.756943681569616,0.945981706548223,0.890243100509966,0.951539963661916,0.915458226268909,0.91296762039246,0.891113551396573,0.849344845971024,0.833713596151528,0.859674822330872,0.885310886249875,0.918824165997643,0.88712476425456,0.870806349273444,0.881846717929983,0.831354489726436,0.875164525230702,0.855422283259617,0.824179810421583,0.926938138272786
"CHER",0.85826460294726,0.820777768763239,0.821490642567672,0.871115999354173,0.922614708354051,0.888057506919413,0.907626398074979,0.839814890263726,0.92666947979651,0.796600148089441,0.83418300332917,0.959967170882479,0.858516092378551,0.92909120369147,0.908547431187512,0.779834341647237,0.906546158730183,0.836075766198239,0.938709790236135,0.79124275633475,0.861606406012891,1,0.893141689826872,0.868980730513169,0.725632904876291,0.725040894305654,0.770830408888159,0.867836553686782,0.756873644377635,0.915299403399891,0.869691443805776,0.788161507786122,0.927867676667912,0.889282422706238,0.965013986505894,0.885623882301613,0.814992016879086,0.917631530647082,0.825490866457589,0.914659443031867,0.877271134025956,0.851160359639301,0.856827643358757,0.735510184698144,0.705992391033691,0.79386734175539,0.777100125382708,0.782557151446432,0.970522643810535,0.760284536332711,0.781345770677882,0.867796003104898,0.914980417636982,0.945692525924908,0.78841605393307,0.963029692892556,0.854488011484486,0.805174183219039,0.890574473625605,0.690997270325794,0.926848821777674,0.857930612034372,0.842850884198821,0.880430322517155,0.828661242732888,0.819442244346409,0.83555814513533,0.900852908811432,0.904120575522208,0.821791115795641,0.927972309381577,0.930480218703708,0.874772436287111,0.807942538636469,0.763112857177961,0.939698921079469,0.862364383280073,0.867529301257934,0.872027136955352,0.87837180910605,0.772604500131852,0.915673366232074,0.79810507093626,0.813108087329438,0.790655524196138,0.735044928160436,0.842622758944349,0.765583857691012,0.818314017661048,0.845800700102332,0.941934332353757,0.817784490258228,0.919294972642841,0.738337811289923,0.763071772363929,0.743632131368448,0.95102255852065,0.883006663062774
"CHEY",0.878744670540937,0.807243537839471,0.89059847146364,0.89568741568889,0.956084871905301,0.885582748350928,0.948586057722939,0.773041986962095,0.827944305668523,0.819584597911683,0.808384548977004,0.879527126116498,0.805601903098062,0.893028419468287,0.816544188498966,0.794591225300288,0.949312572838572,0.824768172934403,0.953459490288082,0.777317253809846,0.813452235245936,0.893141689826872,1,0.875670809202437,0.695894854830354,0.702886861683986,0.72379087663653,0.772255436393506,0.754126197165256,0.899982465412058,0.946395306583695,0.746184423743564,0.87852363546775,0.788357453957233,0.912234654018398,0.911599824229685,0.837054553241268,0.87050020685989,0.768571283088348,0.927231600329489,0.930941287646852,0.929031071596399,0.864588190719446,0.722955878912565,0.691258316832381,0.726028551253719,0.792342857811617,0.803263078587221,0.895113648451634,0.745974035864262,0.787731932250074,0.933640689683112,0.852109966398972,0.873778709032629,0.763632148846906,0.861068080615907,0.89247362402565,0.722055725110643,0.887386389225439,0.664235247094154,0.822435019121122,0.867836561707539,0.756131383976954,0.816934911290598,0.786604612674462,0.770232254295641,0.831947920948439,0.819086008972964,0.839263533931168,0.748674207527591,0.938878142126923,0.847510057290796,0.931335754233454,0.827000559412694,0.716677772033646,0.91971814690548,0.835857195833183,0.788600364096003,0.869991062595918,0.846408398298855,0.734816652916325,0.845375893689245,0.775091289705147,0.811761167270935,0.730273536136794,0.705611277148819,0.902693625631966,0.75919495229355,0.735341656653415,0.843475862092497,0.927048817995245,0.847411062048945,0.940248040697278,0.691889712126941,0.735483647266048,0.711806778185754,0.931197156352228,0.79651184572906
"CHIC",0.973388028328713,0.924967911971206,0.889340875287059,0.974011853135756,0.861401663747631,0.797044502099404,0.926633539541705,0.872005306799766,0.861579935922753,0.736416945558492,0.924157959850217,0.90380794327356,0.903056074706567,0.817136122048286,0.872660365974342,0.895068520145241,0.894889248246344,0.94382319003283,0.885856348138696,0.896171706011594,0.921474238218626,0.868980730513169,0.875670809202437,1,0.814197156469268,0.810812731690784,0.816600817883868,0.839320878101052,0.860624894669908,0.956070110605876,0.880017659402679,0.852331674840077,0.857573046527104,0.848472934412581,0.849352202998681,0.960326416300017,0.745479205051512,0.943091900217441,0.86755037493958,0.948687332606789,0.933232688250914,0.888125735369018,0.776326285259732,0.823445016486393,0.780418102030558,0.804127849284974,0.717174094075114,0.905412574589903,0.899926025721118,0.862184759055071,0.896625248249943,0.917431585155633,0.92154200120703,0.825414800720944,0.874103869545721,0.873863802755302,0.952312560518538,0.79595464863258,0.977294423164923,0.763281720719307,0.863625308122841,0.973188332489037,0.828951981128442,0.904552712913524,0.900949122450914,0.871794576323385,0.952332669445712,0.888422341483298,0.923086857844117,0.835448009800544,0.89192248608465,0.900510379592284,0.903789260191993,0.926959529591703,0.813843983715764,0.865987423605776,0.945756138929889,0.86766064934347,0.788779628727095,0.945208967273266,0.83832350653099,0.916012613310809,0.888463851138745,0.930381712498465,0.821963337414554,0.811578938116201,0.919488066460052,0.867807253889567,0.813083010302452,0.959112885540421,0.925285907114825,0.935216765860677,0.938049512427687,0.767899835051874,0.838637310731382,0.812228212716221,0.85545081196108,0.869016951987186
"CLAY",0.805599400651273,0.893153146340547,0.711576833710531,0.793682846913116,0.691864165396967,0.659806160499658,0.739875985108035,0.863683912138547,0.755493144410625,0.619417279535412,0.883926241644419,0.770160065086713,0.861886619192524,0.676849421230759,0.788506248180288,0.841469627868804,0.710097474430974,0.870584416706907,0.711626474448683,0.920881431260767,0.844424208946467,0.725632904876291,0.695894854830354,0.814197156469268,1,0.935408563154669,0.893170865664603,0.801519705282873,0.900222455060228,0.784654782297409,0.698284236904506,0.89970879391018,0.703655596914545,0.778877642797334,0.702095021417124,0.773091556901111,0.612402489796291,0.810605927703585,0.881421047777847,0.766433278665757,0.743855233326735,0.704684462120508,0.642800942691133,0.919718020918094,0.90017162098191,0.837749286916522,0.607335722230876,0.780698419241662,0.752680760304032,0.933974300784219,0.87651687272309,0.727571419145015,0.808918555653108,0.691990600547088,0.940932290959424,0.748784952116351,0.771781058117206,0.809778380202239,0.804635154502279,0.901802161841194,0.773536322049618,0.80024318322271,0.808242744465623,0.84306323806688,0.895739143287816,0.879218611617417,0.86155422011394,0.806952213947639,0.821077166563205,0.850297366589268,0.716243607867745,0.79449956055712,0.719582592473505,0.83128541092805,0.905024355306425,0.702093753070512,0.859762839777484,0.833408983123937,0.645481733154608,0.819165777636522,0.922646595725248,0.811138764887528,0.927983255627864,0.880491103314444,0.873634606444556,0.948320384623369,0.740237521755041,0.862613640055703,0.813500975446136,0.826845157001067,0.752245237190696,0.809316944872039,0.753020915432801,0.830215659493071,0.941498668433458,0.931797403877707,0.699014650987434,0.809256377392694
"CLOU",0.810459420957252,0.896399375909214,0.717622637737203,0.796934063871012,0.697022848112648,0.666257713673657,0.742233238207872,0.853479106753177,0.750182118120223,0.628403248710473,0.880149160412145,0.768735667032186,0.855220018246384,0.678438309752543,0.781292200210263,0.861697317658301,0.716456583733467,0.873134115583335,0.715771253862328,0.926594281108545,0.836976331839209,0.725040894305654,0.702886861683986,0.810812731690784,0.935408563154669,1,0.883302320384229,0.790038638291286,0.933060538910974,0.786687907238008,0.702790457779764,0.88767507960944,0.701737719028648,0.776145705207037,0.70278677761629,0.773072786148049,0.622167318552961,0.807574948822736,0.872978675046567,0.769591178609862,0.749496883867386,0.712938751466226,0.653225937918737,0.972981033064506,0.949882667550748,0.8254305206411,0.613728618510169,0.783727192625306,0.751361037566762,0.956086831677637,0.897489703227772,0.735662175490786,0.80213521986797,0.687581870021178,0.937148720587155,0.743775483406048,0.776844493803809,0.802666991874058,0.805784802041007,0.945945669168061,0.770645543792114,0.803586605581576,0.799580784719982,0.832361694410735,0.87757717429676,0.869837691215143,0.863480885401616,0.798472325647497,0.814229206809329,0.838111670880455,0.722523361924043,0.788917679726477,0.72465870187886,0.843676653394253,0.899064563181192,0.702759571485702,0.855944369509773,0.822917955420748,0.6511768735636,0.814373301476915,0.906569165495904,0.807028605023674,0.928179919768015,0.88564477287966,0.864175537686197,0.951186721872139,0.746964612610189,0.883409976433769,0.803058553409132,0.831526221309357,0.752590991282947,0.819182455434674,0.756700521168075,0.82877440652177,0.929774941738913,0.926647357103201,0.700100502512337,0.800755924235051
"COOK",0.807872405818099,0.884599073994386,0.716844270968786,0.795077070599071,0.722065320428218,0.703706695556584,0.757581638889411,0.934075551470447,0.807131892410979,0.66232867539381,0.895218487646457,0.819057831354634,0.912731870307899,0.716919053114428,0.849596698556836,0.805776437640763,0.734274977209329,0.865208087460588,0.740648886812115,0.890795676319184,0.878569445003948,0.770830408888159,0.72379087663653,0.816600817883868,0.893170865664603,0.883302320384229,1,0.88056328693538,0.851631406499797,0.810091994214003,0.715761170025698,0.931843240229703,0.741057194713148,0.85108147628715,0.741432566491326,0.783415851258404,0.65404120975262,0.848402023316254,0.950068514543633,0.789217665394489,0.755428887197408,0.717503072610055,0.68940892511632,0.869412080518226,0.851344202664896,0.938468092228043,0.65065823975929,0.767721871725283,0.793949677836365,0.882947311231444,0.837043089581831,0.73874700242051,0.855001054174014,0.730170417014923,0.929185833556133,0.793578815290476,0.767197329273258,0.90971511813187,0.815292728747971,0.867508869301743,0.837132039033581,0.802268487311371,0.894670958669873,0.900912534277683,0.91283494568019,0.930434493689934,0.851466630116108,0.863814383206434,0.864852019954423,0.940672752161456,0.748036464610225,0.848223938303553,0.731268996440716,0.809829732004495,0.970832376217561,0.73933904355226,0.880105951214115,0.907836485864901,0.688004158145279,0.844691412375484,0.9550194165473,0.86200102461021,0.915330876128396,0.860088280162716,0.970937250121485,0.922322334461996,0.745333400262116,0.827933026640974,0.905018848989409,0.828320935788251,0.783091311504343,0.793386174348036,0.775407662408141,0.933180996866937,0.932096965057804,0.943506477693618,0.739642586809264,0.879779500996375
